bc_id,bc_type,bc_modif1,bc_modif2,bc_temp,bc_time,bc_rate,bc_oc,bc_ssa,bc_idig,bc_co,bc_loading,oxi_mw,oxi_srp,oxi_bde,oxi_pka,oxi_loading,op_id,op_mw,op_kow,op_pka,op_conc,ph,k
walnut shell flour,Plant,Pristine,Pristine,1000,3,5,0.145606599,335.81,1.5,2.8,0.05,152.2,1.82,377,9.3,0.1522,Diclofenac,296.148,4.02,4.15,7.4037,3.5,2.37675071
walnut shell flour,Plant,Pristine,Pristine,1000,3,5,0.145606599,335.81,1.5,2.8,0.05,152.2,1.82,377,9.3,0.1522,Diclofenac,296.148,4.02,4.15,2.96148,2.45,2.207608311
walnut shell flour,Plant,Pristine,Pristine,1000,3,5,0.145606599,335.81,1.5,2.8,0.05,152.2,1.82,377,9.3,0.1522,Diclofenac,296.148,4.02,4.15,2.96148,4,2.214670165
walnut shell flour,Plant,Pristine,Pristine,1000,3,5,0.145606599,335.81,1.5,2.8,0.05,152.2,1.82,377,9.3,0.1522,Diclofenac,296.148,4.02,4.15,2.96148,6.96,1.93930216
walnut shell flour,Plant,Pristine,Pristine,1000,3,5,0.145606599,335.81,1.5,2.8,0.05,152.2,1.82,377,9.3,0.1522,Diclofenac,296.148,4.02,4.15,2.96148,9.27,2.229147988
walnut shell flour,Plant,Pristine,Pristine,1000,3,5,0.145606599,335.81,1.5,2.8,0.05,152.2,1.82,377,9.3,0.1522,Diclofenac,296.148,4.02,4.15,2.96148,10.99,2.522878745
cornstalk,Plant,Pristine,Pristine,900,2,5,0.120390332,207,0.68,2.08,0.1,152.2,1.82,377,9.3,0.1522,"2,4 DCP",163,3.17,7.89,100,7,2.744727495
N doped cornstalk,Plant,Heteroatom,Pristine,900,2,5,0.043149215,1357,1.14,1.69,0.1,152.2,1.82,377,9.3,0.1522,"2,4 DCP",163,3.17,7.89,100,7,0.710411047
sludge biochar,Sludge,Pristine,Pristine,800,2,10,0.398989899,124.56,2.51,38.9,2,192.11,2.08,92,-3.5,0.19211,enrofloxacin,359.401,0.83,6.3,20,7,1.292429824
N doped sludge biochar,Sludge,Heteroatom,Pristine,800,2,10,0.264385692,135.38,2.51,36.8,2,192.11,2.08,92,-3.5,0.19211,enrofloxacin,359.401,0.83,6.3,20,7,0.296708622
N doped sludge biochar,Sludge,Heteroatom,Pristine,800,2,10,0.264385692,135.38,2.51,36.8,2,192.11,2.08,92,-3.5,0.19211,ciprofloxacin,331.346,0.83,6.3,20,7,0.903089987
N doped sludge biochar,Sludge,Heteroatom,Pristine,800,2,10,0.264385692,135.38,2.51,36.8,2,192.11,2.08,92,-3.5,0.19211,levofloxacin ,361.368,0.83,6.3,20,7,0.548213564
N doped sludge biochar,Sludge,Heteroatom,Pristine,800,2,10,0.264385692,135.38,2.51,36.8,2,192.11,2.08,92,-3.5,0.19211,norfloxacin,319.331,0.83,6.3,20,7,0.809668302
N doped sludge biochar,Sludge,Heteroatom,Pristine,800,2,10,0.264385692,135.38,2.51,36.8,2,192.11,2.08,92,-3.5,0.19211,fleroxacin,369.34,0.83,6.3,20,7,0.732828272
N doped sludge biochar,Sludge,Heteroatom,Pristine,800,2,10,0.264385692,135.38,2.51,36.8,2,192.11,2.08,92,-3.5,0.19211,ofloxacin ,361.368,0.83,6.3,20,7,0.48148606
N doped sludge biochar,Sludge,Heteroatom,Pristine,801,2,10,0.264385692,135.38,2.51,36.8,2,192.11,2.08,92,-3.5,0.19211,marbofloxacin ,362.36,0.83,6.3,20,7,0.688246139
Aerobic sludge biochar,Sludge,Pristine,Pristine,300,2,10,0.82,51.4,0.71,7,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,2.022276395
Aerobic sludge biochar,Sludge,Pristine,Pristine,500,2,10,0.84,61.5,0.47,9.2,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,1.28567024
Aerobic sludge biochar,Sludge,Pristine,Pristine,600,2,10,0.39673913,37.18,0.396666667,6.4,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,1.21395879
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.2,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,1.04769199
Anaerobic sludge biochar,Sludge,Pristine,Pristine,300,2,10,0.65,35.6,0.56,7,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,2.26760624
Anaerobic sludge biochar,Sludge,Pristine,Pristine,500,2,10,0.48,55.6,0.55,9.2,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,1.528708289
Anaerobic sludge biochar,Sludge,Pristine,Pristine,600,2,10,0.39673913,37.18,0.545,6.4,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,1.463441557
Anaerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.29,31.6,0.4,6.2,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,1.279014256
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,3,1.029653124
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5,1.001304842
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,7,1.012333735
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,9,1.137868621
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,1.142667504
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,0.988006885
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,0.956637722
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,1,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,1.072629637
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,1,192.11,2.08,92,-3.5,0.038422,BPA,228.29,3.32,9.6,50,5.8,1.642065153
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,1,192.11,2.08,92,-3.5,0.096055,BPA,228.29,3.32,9.6,50,5.8,0.852942329
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,1,192.11,2.08,92,-3.5,0.96055,BPA,228.29,3.32,9.6,50,5.8,1.110138279
Anaerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.29,31.6,0.4,6.2,1,192.11,2.08,92,-3.5,0.019211,BPA,228.29,3.32,9.6,50,5.8,1.742321425
Anaerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.29,31.6,0.4,6.2,1,192.11,2.08,92,-3.5,0.038422,BPA,228.29,3.32,9.6,50,5.8,0.852632892
Anaerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.29,31.6,0.4,6.2,1,192.11,2.08,92,-3.5,0.96055,BPA,228.29,3.32,9.6,50,5.8,1.311580178
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,0.5,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,1.591760035
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,2,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,0.873219423
Anaerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.29,31.6,0.4,6.2,0.5,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,1.568636236
Anaerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.29,31.6,0.4,6.2,2,192.11,2.08,92,-3.5,0.19211,BPA,228.29,3.32,9.6,50,5.8,0.86106606
herb biochar,Plant,Pristine,Pristine,900,2,10,0.649419434,171.6,0.96,8.175,1,152.2,1.82,377,9.3,0.0761,tetracycline,444.435,-1.19,3.3,22.22175,6,1.616184634
N residue biochar,Plant,Heteroatom,Pristine,900,2,10,0.087719298,96.6,1.02,8.175,1,152.2,1.82,377,9.3,0.0761,tetracycline,444.435,-1.19,3.3,22.22175,6,1.390405591
N residue biochar,Plant,Heteroatom,Pristine,900,2,10,0.087719298,96.6,1.02,8.175,1,152.2,1.82,377,9.3,0.0761,tetracycline,444.435,-1.19,3.3,22.22175,3,1.4710833
N residue biochar,Plant,Heteroatom,Pristine,900,2,10,0.087719298,96.6,1.02,8.175,1,152.2,1.82,377,9.3,0.0761,tetracycline,444.435,-1.19,3.3,22.22175,5,1.616184634
N residue biochar,Plant,Heteroatom,Pristine,900,2,10,0.087719298,96.6,1.02,8.175,1,152.2,1.82,377,9.3,0.0761,tetracycline,444.435,-1.19,3.3,22.22175,7,1.36552273
N residue biochar,Plant,Heteroatom,Pristine,900,2,10,0.087719298,96.6,1.02,8.175,1,152.2,1.82,377,9.3,0.0761,tetracycline,444.435,-1.19,3.3,22.22175,9,1.612610174
N residue biochar,Plant,Heteroatom,Pristine,900,2,10,0.087719298,96.6,1.02,8.175,0.1,152.2,1.82,377,9.3,0.0761,tetracycline,444.435,-1.19,3.3,22.22175,6,1.759450752
N residue biochar,Plant,Heteroatom,Pristine,900,2,10,0.087719298,96.6,1.02,8.175,0.5,152.2,1.82,377,9.3,0.0761,tetracycline,444.435,-1.19,3.3,22.22175,6,1.498940738
N residue biochar,Plant,Heteroatom,Pristine,900,2,10,0.087719298,96.6,1.02,8.175,1,152.2,1.82,377,9.3,0.03044,tetracycline,444.435,-1.19,3.3,22.22175,6,1.595166283
N residue biochar,Plant,Heteroatom,Pristine,900,2,10,0.087719298,96.6,1.02,8.175,1,152.2,1.82,377,9.3,0.03805,tetracycline,444.435,-1.19,3.3,22.22175,6,1.438898616
N residue biochar,Plant,Heteroatom,Pristine,900,2,10,0.087719298,96.6,1.02,8.175,1,152.2,1.82,377,9.3,0.1522,tetracycline,444.435,-1.19,3.3,22.22175,6,1.106793247
N residue biochar,Plant,Heteroatom,Pristine,900,2,10,0.087719298,96.6,1.02,10.15,1,152.2,1.82,377,9.3,0.3805,tetracycline,444.435,-1.19,3.3,22.22175,6,1.628932138
corn stalk,Plant,Pristine,Pristine,400,3,10,0.375894331,132.7,0.75,12.125,4,192.11,2.08,92,-3.5,0.96055,tetracycline,444.435,-1.19,3.3,20,7,2.244125144
corn stalk,Plant,Pristine,Pristine,500,3,10,0.259921885,348.23,0.89,14.1,4,192.11,2.08,92,-3.5,0.96055,tetracycline,444.435,-1.19,3.3,20,7,2.13667714
corn stalk,Plant,Pristine,Pristine,600,3,10,0.185677022,612.51,0.95,16.075,4,192.11,2.08,92,-3.5,0.96055,tetracycline,444.435,-1.19,3.3,20,7,1.924453039
corn stalk,Plant,Pristine,Pristine,700,3,10,0.146131805,753.16,0.99,18.05,4,192.11,2.08,92,-3.5,0.96055,tetracycline,444.435,-1.19,3.3,20,7,1.586700236
corn stalk,Plant,Pristine,Pristine,800,3,10,0.118693366,702.38,0.86,20.025,4,192.11,2.08,92,-3.5,0.96055,tetracycline,444.435,-1.19,3.3,20,7,1.761953897
corn stalk,Plant,Pristine,Pristine,700,3,10,0.146131805,753.16,0.99,20.025,4,192.11,2.08,92,-3.5,0.96055,tetracycline,444.435,-1.19,3.3,20,3,1.602059991
corn stalk,Plant,Pristine,Pristine,700,3,10,0.146131805,753.16,0.99,20.025,4,192.11,2.08,92,-3.5,0.96055,tetracycline,444.435,-1.19,3.3,20,5,1.709965389
corn stalk,Plant,Pristine,Pristine,700,3,10,0.146131805,753.16,0.99,20.025,4,192.11,2.08,92,-3.5,0.96055,tetracycline,444.435,-1.19,3.3,20,9,1.754487332
corn stalk,Plant,Pristine,Pristine,700,3,10,0.146131805,753.16,0.99,20.025,4,192.11,2.08,92,-3.5,0.96055,tetracycline,444.435,-1.19,3.3,20,11,2.318758763
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.01522,carbamazepine ,236.269,2.35,13.94,2,6.7,1.744727495
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.01522,carbamazepine ,236.269,2.35,13.94,2,3,0.886725308
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.01522,carbamazepine ,236.269,2.35,13.94,2,5,0.976336082
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.01522,carbamazepine ,236.269,2.35,13.94,2,8,1.164309429
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.01522,carbamazepine ,236.269,2.35,13.94,2,9,1.581698709
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.001,152.2,1.82,377,9.3,0.01522,carbamazepine ,236.269,2.35,13.94,2,9,1.920818754
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.003,152.2,1.82,377,9.3,0.01522,carbamazepine ,236.269,2.35,13.94,2,9,1.562249437
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.01,152.2,1.82,377,9.3,0.01522,carbamazepine ,236.269,2.35,13.94,2,9,0.823041019
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.003044,carbamazepine ,236.269,2.35,13.94,2,9,1.63638802
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.00761,carbamazepine ,236.269,2.35,13.94,2,9,1.32330639
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.03044,carbamazepine ,236.269,2.35,13.94,2,9,1.728158393
sludge biochar,Sludge,Pristine,Pristine,800,1,30,0.423913043,65.85,0.96,8.36,0.2,152.2,1.82,377,9.3,0.1522,BPA,228.29,3.32,9.6,22.829,6.8,1.647817482
N doped sludge biochar,Sludge,Heteroatom,Pristine,800,1,30,0.853099174,28.8,0.72,15,0.2,152.2,1.82,377,9.3,0.1522,BPA,228.29,3.32,9.6,22.829,6.8,1.534617149
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.0761,oxytetracycline,460.434,-1.12,3.3,20,7.8,1.07211659
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.1,152.2,1.82,377,9.3,0.0761,oxytetracycline,460.434,-1.12,3.3,20,7.8,1.521433504
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,1,152.2,1.82,377,9.3,0.0761,oxytetracycline,460.434,-1.12,3.3,20,7.8,0.979638717
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.0761,oxytetracycline,460.434,-1.12,3.3,20,2,1.453457337
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.0761,oxytetracycline,460.434,-1.12,3.3,20,4,1.412289035
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.0761,oxytetracycline,460.434,-1.12,3.3,20,6,1.199282922
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.0761,oxytetracycline,460.434,-1.12,3.3,20,10,1.244125144
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.0761,oxytetracycline,460.434,-1.12,3.3,20,12,1.027797162
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.01522,oxytetracycline,460.434,-1.12,3.3,20,7.8,1.239577517
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.04566,oxytetracycline,460.434,-1.12,3.3,20,7.8,1.194499142
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.1522,oxytetracycline,460.434,-1.12,3.3,20,7.8,1.392544977
None biochar,Bone,Pristine,Pristine,800,2,10,6.520661157,36.6354,0.9985,17.45,0.1,152.2,1.82,377,9.3,0.2,acetaminophen,151.163,1.46,9.5,10,7,1.303818413
Fe bone biochar,Bone,Metal,Pristine,800,2,10,2.361702128,43.696,1.225,32.1,0.1,152.2,1.82,377,9.3,0.2,acetaminophen,151.163,1.46,9.5,10,7,-0.501606922
Fe bone biochar,Bone,Metal,Pristine,800,2,10,2.361702128,43.696,1.225,32.1,0.1,152.2,1.82,377,9.3,0.2,acetaminophen,151.163,1.46,9.5,10,3,-0.108565024
Fe bone biochar,Bone,Metal,Pristine,800,2,10,2.361702128,43.696,1.225,32.1,0.1,152.2,1.82,377,9.3,0.2,acetaminophen,151.163,1.46,9.5,10,4,-0.081347308
Fe bone biochar,Bone,Metal,Pristine,800,2,10,2.361702128,43.696,1.225,32.1,0.1,152.2,1.82,377,9.3,0.2,acetaminophen,151.163,1.46,9.5,10,5,-0.441852176
Fe bone biochar,Bone,Metal,Pristine,800,2,10,2.361702128,43.696,1.225,32.1,0.1,152.2,1.82,377,9.3,0.2,acetaminophen,151.163,1.46,9.5,10,9,-0.479719235
sludge biochar,Sludge,Pristine,Pristine,800,2,10,1.51815,95.85,2.51,8.36,1,152.2,1.82,377,9.3,0.24352,chloramphenicol,323.132,1.14,5.5,100.17092,2,2.318758763
activated sludge biochar,Sludge,Acid,Pristine,600,2,10,0.10201,45,2.7,14.1,1,152.2,1.82,377,9.3,0.24352,chloramphenicol,323.132,1.14,5.5,100.17092,2,2.494850022
activated sludge biochar,Sludge,Acid,Pristine,700,2,10,0.17247,65,2.82,19.84,1,152.2,1.82,377,9.3,0.24352,chloramphenicol,323.132,1.14,5.5,100.17092,2,2.346787486
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,0.24352,chloramphenicol,323.132,1.14,5.5,100.17092,2,1.602059991
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,0.1,152.2,1.82,377,9.3,0.24352,chloramphenicol,323.132,1.14,5.5,100.17092,2,2.522878745
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,0.5,152.2,1.82,377,9.3,0.24352,chloramphenicol,323.132,1.14,5.5,100.17092,2,1.853871964
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,2,152.2,1.82,377,9.3,0.24352,chloramphenicol,323.132,1.14,5.5,100.17092,2,1.568636236
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,0.24352,chloramphenicol,323.132,1.14,5.5,100.17092,3,2
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,0.24352,chloramphenicol,323.132,1.14,5.5,100.17092,5,2.15490196
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,0.24352,chloramphenicol,323.132,1.14,5.5,100.17092,7,2.30980392
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,0.24352,chloramphenicol,323.132,1.14,5.5,100.17092,9,1.823908741
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,0.47182,chloramphenicol,323.132,1.14,5.5,100.17092,2,2.045757491
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,0.94364,chloramphenicol,323.132,1.14,5.5,100.17092,2,1.602059991
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,1.40024,chloramphenicol,323.132,1.14,5.5,100.17092,2,1.638272164
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.38422,tartrazine,534.3,-10.17,9.4,10,6.3,0.67141655
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.096055,tartrazine,534.3,-10.17,9.4,10,6.3,1.714442691
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.19211,tartrazine,534.3,-10.17,9.4,10,6.3,1.156767222
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.57633,tartrazine,534.3,-10.17,9.4,10,6.3,0.42078822
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.38422,tartrazine,534.3,-10.17,9.4,10,3,-0.065467672
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.38422,tartrazine,534.3,-10.17,9.4,10,5,0.528561593
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.38422,tartrazine,534.3,-10.17,9.4,10,9,1.195179321
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.38422,tartrazine,534.3,-10.17,9.4,10,11,1.2915791
N sawdust biochar,Plant,Heteroatom,Pristine,850,2,10,0.15,484.3,1.06,4.1275,0.05,152.2,1.82,377,9.3,0.75,ciprofloxacin,331.346,0.8,6.09,8,7,2
B sawdust biochar,Plant,Heteroatom,Pristine,850,2,10,0.14,181,1.09,4.885,0.05,152.2,1.82,377,9.3,0.75,ciprofloxacin,331.346,0.8,6.09,8,7,1.795880017
NB sawdust biochar,Plant,Heteroatom,Heteroatom,850,2,10,0.23,129.9,1.24,5.6425,0.05,152.2,1.82,377,9.3,0.75,ciprofloxacin,331.346,0.8,6.09,8,7,1.27572413
NB sawdust biochar,Plant,Heteroatom,Heteroatom,850,2,10,0.23,129.9,1.24,5.6425,0.025,152.2,1.82,377,9.3,0.75,ciprofloxacin,331.346,0.8,6.09,8,7,1.698970004
NB sawdust biochar,Plant,Heteroatom,Heteroatom,850,2,10,0.23,129.9,1.24,5.6425,0.075,152.2,1.82,377,9.3,0.75,ciprofloxacin,331.346,0.8,6.09,8,7,1.27572413
NB sawdust biochar,Plant,Heteroatom,Heteroatom,850,2,10,0.23,129.9,1.24,5.6425,0.1,152.2,1.82,377,9.3,0.75,ciprofloxacin,331.346,0.8,6.09,8,7,1.045757491
NB sawdust biochar,Plant,Heteroatom,Heteroatom,850,2,10,0.23,129.9,1.24,5.6425,0.05,152.2,1.82,377,9.3,0.45,ciprofloxacin,331.346,0.8,6.09,8,7,1.48148606
NB sawdust biochar,Plant,Heteroatom,Heteroatom,850,2,10,0.23,129.9,1.24,5.6425,0.05,152.2,1.82,377,9.3,0.6,ciprofloxacin,331.346,0.8,6.09,8,7,1.455931956
NB sawdust biochar,Plant,Heteroatom,Heteroatom,850,2,10,0.23,129.9,1.24,5.6425,0.05,152.2,1.82,377,9.3,0.9,ciprofloxacin,331.346,0.8,6.09,8,7,1.431798276
NB sawdust biochar,Plant,Heteroatom,Heteroatom,850,2,10,0.23,129.9,1.24,5.6425,0.05,152.2,1.82,377,9.3,0.75,ciprofloxacin,331.346,0.8,6.09,8,7,1.27572413
NB sawdust biochar,Plant,Heteroatom,Heteroatom,850,2,10,0.23,129.9,1.24,5.6425,0.05,152.2,1.82,377,9.3,0.75,ciprofloxacin,331.346,0.8,6.09,8,7,1.387216143
NB sawdust biochar,Plant,Heteroatom,Heteroatom,850,2,10,0.23,129.9,1.24,5.6425,0.05,152.2,1.82,377,9.3,0.75,ciprofloxacin,331.346,0.8,6.09,8,7,1.397940009
sludge biochar,Sludge,Pristine,Pristine,600,2,10,1.424508427,89.8,0.396666667,6.4,0.4,152.2,1.82,377,9.3,0.1522,SMX,253.279,0.89,1.6,5,7,2.22184875
Fe sludge biochar,Sludge,Metal,Pristine,600,2,10,1.172707889,108.2,1.59,8.783333333,0.4,152.2,1.82,377,9.3,0.1522,SMX,253.279,0.89,1.6,5,7,1.404503778
Fe sludge biochar,Sludge,Metal,Pristine,600,2,10,1.172707889,108.2,1.59,8.783333333,0.2,152.2,1.82,377,9.3,0.1522,SMX,253.279,0.89,1.6,5,7,1.88941029
Fe sludge biochar,Sludge,Metal,Pristine,600,2,10,1.172707889,108.2,1.59,8.783333333,0.6,152.2,1.82,377,9.3,0.1522,SMX,253.279,0.89,1.6,5,7,1.15490196
Fe sludge biochar,Sludge,Metal,Pristine,600,2,10,1.172707889,108.2,1.59,8.783333333,0.8,152.2,1.82,377,9.3,0.1522,SMX,253.279,0.89,1.6,5,7,1.069050969
Fe sludge biochar,Sludge,Metal,Pristine,600,2,10,1.172707889,108.2,1.59,8.783333333,0.4,152.2,1.82,377,9.3,0.01522,SMX,253.279,0.89,1.6,5,7,2.180456064
Fe sludge biochar,Sludge,Metal,Pristine,600,2,10,1.172707889,108.2,1.59,8.783333333,0.4,152.2,1.82,377,9.3,0.0761,SMX,253.279,0.89,1.6,5,7,1.669586227
Fe sludge biochar,Sludge,Metal,Pristine,600,2,10,1.172707889,108.2,1.59,8.783333333,0.4,152.2,1.82,377,9.3,0.3044,SMX,253.279,0.89,1.6,5,7,1.230622674
Fe sludge biochar,Sludge,Metal,Pristine,600,2,10,1.172707889,108.2,1.59,8.783333333,0.4,152.2,1.82,377,9.3,0.761,SMX,253.279,0.89,1.6,5,7,1.095825632
Fe sludge biochar,Sludge,Metal,Pristine,600,2,10,1.172707889,108.2,1.59,8.783333333,0.4,152.2,1.82,377,9.3,0.1522,SMX,253.279,0.89,1.6,5,3,1.299296283
