bc_id,bc_type,bc_modif1,bc_modif2,bc_temp,bc_time,bc_rate,bc_oc,bc_ssa,bc_idig,bc_co,bc_loading,oxi_mw,oxi_srp,oxi_bde,oxi_pka,oxi_loading,op_mw,op_kow,op_pka,op_conc,ph,k
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,1,192.11,2.08,92,-3.5,0.038422,228.29,3.32,9.6,50,5.8,0.0228
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,1,192.11,2.08,92,-3.5,0.096055,228.29,3.32,9.6,50,5.8,0.1403
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,1,192.11,2.08,92,-3.5,0.96055,228.29,3.32,9.6,50,5.8,0.0776
Anaerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.29,31.6,0.4,6.2,1,192.11,2.08,92,-3.5,0.019211,228.29,3.32,9.6,50,5.8,0.0181
Anaerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.29,31.6,0.4,6.2,1,192.11,2.08,92,-3.5,0.038422,228.29,3.32,9.6,50,5.8,0.1404
Anaerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.29,31.6,0.4,6.2,1,192.11,2.08,92,-3.5,0.96055,228.29,3.32,9.6,50,5.8,0.0488
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,0.5,192.11,2.08,92,-3.5,0.19211,228.29,3.32,9.6,50,5.8,0.0256
Aerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.52,46,0.31,6.4,2,192.11,2.08,92,-3.5,0.19211,228.29,3.32,9.6,50,5.8,0.1339
Anaerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.29,31.6,0.4,6.2,0.5,192.11,2.08,92,-3.5,0.19211,228.29,3.32,9.6,50,5.8,0.027
Anaerobic sludge biochar,Sludge,Pristine,Pristine,700,2,10,0.29,31.6,0.4,6.2,2,192.11,2.08,92,-3.5,0.19211,228.29,3.32,9.6,50,5.8,0.1377
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.01522,236.269,2.35,13.94,2,6.7,0.018
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.01522,236.269,2.35,13.94,2,3,0.1298
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.01522,236.269,2.35,13.94,2,5,0.1056
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.01522,236.269,2.35,13.94,2,8,0.0685
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.01522,236.269,2.35,13.94,2,9,0.0262
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.001,152.2,1.82,377,9.3,0.01522,236.269,2.35,13.94,2,9,0.012
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.003,152.2,1.82,377,9.3,0.01522,236.269,2.35,13.94,2,9,0.0274
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.01,152.2,1.82,377,9.3,0.01522,236.269,2.35,13.94,2,9,0.1503
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.003044,236.269,2.35,13.94,2,9,0.0231
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.00761,236.269,2.35,13.94,2,9,0.0475
Fe doped loofah sponges biochar,Plant,Metal,Pristine,800,1,10,0.131968585,150.4,1.18,22,0.005,152.2,1.82,377,9.3,0.03044,236.269,2.35,13.94,2,9,0.0187
sludge biochar,Sludge,Pristine,Pristine,800,1,30,0.423913043,65.85,0.96,8.36,0.2,152.2,1.82,377,9.3,0.1522,228.29,3.32,9.6,22.829,6.8,0.0225
N doped sludge biochar,Sludge,Heteroatom,Pristine,800,1,30,0.853099174,28.8,0.72,15,0.2,152.2,1.82,377,9.3,0.1522,228.29,3.32,9.6,22.829,6.8,0.0292
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.0761,460.434,-1.12,3.3,20,7.8,0.0847
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.1,152.2,1.82,377,9.3,0.0761,460.434,-1.12,3.3,20,7.8,0.0301
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,1,152.2,1.82,377,9.3,0.0761,460.434,-1.12,3.3,20,7.8,0.1048
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.0761,460.434,-1.12,3.3,20,2,0.0352
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.0761,460.434,-1.12,3.3,20,4,0.0387
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.0761,460.434,-1.12,3.3,20,6,0.0632
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.0761,460.434,-1.12,3.3,20,10,0.057
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.0761,460.434,-1.12,3.3,20,12,0.0938
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.01522,460.434,-1.12,3.3,20,7.8,0.0576
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.04566,460.434,-1.12,3.3,20,7.8,0.0639
B doped tea seed shells biochar,Plant,Heteroatom,Pristine,600,2,5,0.424095699,392.16,0.772,2.8,0.5,152.2,1.82,377,9.3,0.1522,460.434,-1.12,3.3,20,7.8,0.0405
Fe bone biochar,Bone,Metal,Pristine,800,2,10,2.361702128,43.696,1.225,32.1,0.1,152.2,1.82,377,9.3,0.2,151.163,1.46,9.5,10,7,3.174
Fe bone biochar,Bone,Metal,Pristine,800,2,10,2.361702128,43.696,1.225,32.1,0.1,152.2,1.82,377,9.3,0.2,151.163,1.46,9.5,10,3,1.284
Fe bone biochar,Bone,Metal,Pristine,800,2,10,2.361702128,43.696,1.225,32.1,0.1,152.2,1.82,377,9.3,0.2,151.163,1.46,9.5,10,4,1.206
Fe bone biochar,Bone,Metal,Pristine,800,2,10,2.361702128,43.696,1.225,32.1,0.1,152.2,1.82,377,9.3,0.2,151.163,1.46,9.5,10,5,2.766
Fe bone biochar,Bone,Metal,Pristine,800,2,10,2.361702128,43.696,1.225,32.1,0.1,152.2,1.82,377,9.3,0.2,151.163,1.46,9.5,10,9,3.018
sludge biochar,Sludge,Pristine,Pristine,800,2,10,1.51815,95.85,2.51,8.36,1,152.2,1.82,377,9.3,0.24352,323.132,1.14,5.5,100.17092,2,0.0048
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,0.24352,323.132,1.14,5.5,100.17092,2,0.025
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,0.1,152.2,1.82,377,9.3,0.24352,323.132,1.14,5.5,100.17092,2,0.003
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,0.5,152.2,1.82,377,9.3,0.24352,323.132,1.14,5.5,100.17092,2,0.014
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,2,152.2,1.82,377,9.3,0.24352,323.132,1.14,5.5,100.17092,2,0.027
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,0.24352,323.132,1.14,5.5,100.17092,3,0.01
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,0.24352,323.132,1.14,5.5,100.17092,5,0.007
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,0.24352,323.132,1.14,5.5,100.17092,7,0.0049
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,0.24352,323.132,1.14,5.5,100.17092,9,0.015
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,0.47182,323.132,1.14,5.5,100.17092,2,0.009
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,0.94364,323.132,1.14,5.5,100.17092,2,0.025
activated sludge biochar,Sludge,Acid,Pristine,800,2,10,0.50924,202.92,2.88,25.58,1,152.2,1.82,377,9.3,1.40024,323.132,1.14,5.5,100.17092,2,0.023
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.38422,534.3,-10.17,9.4,10,6.3,0.2131
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.096055,534.3,-10.17,9.4,10,6.3,0.0193
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.19211,534.3,-10.17,9.4,10,6.3,0.0697
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.57633,534.3,-10.17,9.4,10,6.3,0.3795
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.38422,534.3,-10.17,9.4,10,3,1.1627
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.38422,534.3,-10.17,9.4,10,5,0.2961
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.38422,534.3,-10.17,9.4,10,9,0.0638
sorghum biochar,Plant,Acid,Pristine,800,1,5,0.16520979,178.43,1.0429,3.37,0.6,192.11,2.08,92,-3.5,0.38422,534.3,-10.17,9.4,10,11,0.0511
sludge biochar,Sludge,Pristine,Pristine,600,2,10,1.424508427,89.8,0.396666667,6.4,0.4,152.2,1.82,377,9.3,0.1522,253.279,0.89,1.6,5,7,0.006
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,361.368,0.83,6.3,20,7,0.1962
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.2,152.2,1.82,377,9.3,0.1522,361.368,0.83,6.3,20,7,0.0903
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.5,152.2,1.82,377,9.3,0.1522,361.368,0.83,6.3,20,7,0.1295
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,1,152.2,1.82,377,9.3,0.1522,361.368,0.83,6.3,20,7,0.1419
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.01522,361.368,0.83,6.3,20,7,0.0366
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.04566,361.368,0.83,6.3,20,7,0.0946
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.0761,361.368,0.83,6.3,20,7,0.1357
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.3044,361.368,0.83,6.3,20,7,0.1419
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,361.368,0.83,6.3,10,7,0.1411
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,361.368,0.83,6.3,40,7,0.0833
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,361.368,0.83,6.3,60,7,0.0629
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,361.368,0.83,6.3,20,3,0.046
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,361.368,0.83,6.3,20,5,0.096
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,361.368,0.83,6.3,20,9,0.108
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,361.368,0.83,6.3,20,11,0.125
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.0761,128.55,2.39,9.41,50,7,0.1226
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.02,152.2,1.82,377,9.3,0.0761,128.55,2.39,9.41,50,7,0.0154
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.04,152.2,1.82,377,9.3,0.0761,128.55,2.39,9.41,50,7,0.0404
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.06,152.2,1.82,377,9.3,0.0761,128.55,2.39,9.41,50,7,0.0726
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.03805,128.55,2.39,9.41,50,7,0.0502
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.1522,128.55,2.39,9.41,50,7,0.0674
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.3044,128.55,2.39,9.41,50,7,0.094
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.3044,128.55,2.39,9.41,75,7,0.0431
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.3044,128.55,2.39,9.41,100,7,0.0329
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.3044,128.55,2.39,9.41,50,3,0.0626
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.3044,128.55,2.39,9.41,50,5,0.0681
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.3044,128.55,2.39,9.41,50,9,0.0356
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.3044,128.55,2.39,9.41,50,11,0.067
Red mud sludge biochar,Sludge,Metal,Pristine,700,2,10,1.099307159,50.3,0.98,16.9,0.2,152.2,1.82,377,9.3,0.02283,253.279,0.89,1.6,15,5.4,0.01
N Red mud sludge biochar,Sludge,Metal,Heteroatom,700,2,10,0.626943005,70.4,1.05,18.1,0.2,152.2,1.82,377,9.3,0.02283,253.279,0.89,1.6,15,5.4,0.033
N Red mud sludge biochar,Sludge,Metal,Heteroatom,700,2,10,0.626943005,70.4,1.05,18.1,0.2,152.2,1.82,377,9.3,0.02283,253.279,0.89,1.6,15,4,0.019
N Red mud sludge biochar,Sludge,Metal,Heteroatom,700,2,10,0.626943005,70.4,1.05,18.1,0.2,152.2,1.82,377,9.3,0.02283,253.279,0.89,1.6,15,7,0.027
N Red mud sludge biochar,Sludge,Metal,Heteroatom,700,2,10,0.626943005,70.4,1.05,18.1,0.2,152.2,1.82,377,9.3,0.02283,253.279,0.89,1.6,15,10,0.028
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.4,192.11,2.08,92,-3.5,0.806862,361.368,0.83,6.3,10,5,0.52
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.4,192.11,2.08,92,-3.5,0.403431,361.368,0.83,6.3,10,5,0.41
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.4,192.11,2.08,92,-3.5,1.613724,361.368,0.83,6.3,10,5,0.38
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.2,192.11,2.08,92,-3.5,0.806862,361.368,0.83,6.3,10,5,0.375
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.6,192.11,2.08,92,-3.5,0.806862,361.368,0.83,6.3,10,5,0.58
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.8,192.11,2.08,92,-3.5,0.806862,361.368,0.83,6.3,10,5,0.64
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.4,192.11,2.08,92,-3.5,0.806862,361.368,0.83,6.3,10,3,0.303
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.4,192.11,2.08,92,-3.5,0.806862,361.368,0.83,6.3,10,7,0.405
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.4,192.11,2.08,92,-3.5,0.806862,361.368,0.83,6.3,10,9,0.398
S. alfredii biochar,Plant,Pristine,Pristine,500,4,5,0.557734205,0.63,3.29,17.4,0.67,192.11,2.08,92,-3.5,0.96055,255.7,0.57,11.12,10,4,0.0046
S. alfredii biochar,Plant,Pristine,Pristine,700,4,5,0.376278119,0.49,3.09,13.4,0.67,192.11,2.08,92,-3.5,0.96055,255.7,0.57,11.12,10,4,0.0093
S. alfredii biochar,Plant,Pristine,Pristine,900,4,5,0.229862475,0.35,2.94,12.2,0.67,192.11,2.08,92,-3.5,0.96055,255.7,0.57,11.12,10,4,0.0092
Fe BC,Plant,Metal,Pristine,500,4,5,0.29566855,0.32,3.3,18.6,0.67,192.11,2.08,92,-3.5,0.96055,255.7,0.57,11.12,10,4,0.0038
Fe BC,Plant,Metal,Pristine,700,4,5,0.185606061,0.31,3.15,18,0.67,192.11,2.08,92,-3.5,0.96055,255.7,0.57,11.12,10,4,0.0041
Fe BC,Plant,Metal,Pristine,900,4,5,0.052238806,0.27,2.61,15.2,0.67,192.11,2.08,92,-3.5,0.96055,255.7,0.57,11.12,10,4,0.0213
Mn BC,Plant,Metal,Pristine,500,4,5,0.269067797,0.51,3.39,17.2,0.67,192.11,2.08,92,-3.5,0.96055,255.7,0.57,11.12,10,4,0.0031
Mn BC,Plant,Metal,Pristine,700,4,5,0.149284254,0.32,3.04,14.4,0.67,192.11,2.08,92,-3.5,0.96055,255.7,0.57,11.12,10,4,0.0028
Mn BC,Plant,Metal,Pristine,900,4,5,0.135826772,0.31,2.7,12.9,0.67,192.11,2.08,92,-3.5,0.96055,255.7,0.57,11.12,10,4,0.0052
Zn BC,Plant,Metal,Pristine,500,4,5,0.126252505,0.6,3.04,16.9,0.67,192.11,2.08,92,-3.5,0.96055,255.7,0.57,11.12,10,4,0.0072
Zn BC,Plant,Metal,Pristine,700,4,5,0.067460317,0.48,3.34,15.6,0.67,192.11,2.08,92,-3.5,0.96055,255.7,0.57,11.12,10,4,0.0087
Zn BC,Plant,Metal,Pristine,900,4,5,0.046511628,0.19,2.75,12,0.67,192.11,2.08,92,-3.5,0.96055,255.7,0.57,11.12,10,4,0.0163
ginkgo leaf  BC,Plant,Pristine,Pristine,550,1,5,0.304522344,3.62,0.94,39.2,0.5,152.2,1.82,377,9.3,0.1522,94.11,1.46,9.99,10,6,0.005
ginkgo leaf  BC,Plant,Pristine,Pristine,700,1,5,0.352817494,7.77,1.17,38.5,0.5,152.2,1.82,377,9.3,0.1522,94.11,1.46,9.99,10,6,0.043
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.5,152.2,1.82,377,9.3,0.1522,94.11,1.46,9.99,10,6,0.155
ginkgo leaf  BC,Plant,Pristine,Pristine,1000,1,5,0.30989129,16.82,1.15,32.9,0.5,152.2,1.82,377,9.3,0.1522,94.11,1.46,9.99,10,6,0.018
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.5,152.2,1.82,377,9.3,0.0761,94.11,1.46,9.99,10,6,0.008
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.5,152.2,1.82,377,9.3,0.2283,94.11,1.46,9.99,10,6,0.0193
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.4,152.2,1.82,377,9.3,0.1522,94.11,1.46,9.99,10,6,0.0146
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.6,152.2,1.82,377,9.3,0.1522,94.11,1.46,9.99,10,6,0.0325
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.5,152.2,1.82,377,9.3,0.1522,94.11,1.46,9.99,10,2,0.0208
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.5,152.2,1.82,377,9.3,0.1522,94.11,1.46,9.99,10,4,0.0058
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.5,152.2,1.82,377,9.3,0.1522,94.11,1.46,9.99,10,8,0.025
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,250.278,0.09,6.99,9.0850914,5.8,0.0102
reed stalks BC,Plant,Pristine,Pristine,650,2,5,0.11,64.2,1.658,8.2,1.8,192.11,2.08,92,-3.5,1.748201,250.278,0.09,6.99,9.0850914,5.8,0.0066
cotton stalks BC,Plant,Pristine,Pristine,650,2,5,0.12,42.2,1.764,6.9,1.8,192.11,2.08,92,-3.5,1.748201,250.278,0.09,6.99,9.0850914,5.8,0.0034
sesame stalks BC,Plant,Pristine,Pristine,650,2,5,0.18,4.8,1.874,7.2,1.8,192.11,2.08,92,-3.5,1.748201,250.278,0.09,6.99,9.0850914,5.8,0.0014
rape stalks BC,Plant,Pristine,Pristine,650,2,5,0.19,3.4,1.995,10.5,1.8,192.11,2.08,92,-3.5,1.748201,250.278,0.09,6.99,9.0850914,5.8,0.0012
soybean stalks BC,Plant,Pristine,Pristine,650,2,5,0.16,2.6,1.995,10,1.8,192.11,2.08,92,-3.5,1.748201,250.278,0.09,6.99,9.0850914,5.8,0.0009
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,250.278,0.09,6.99,9.0850914,3.5,0.017
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,250.278,0.09,6.99,9.0850914,5,0.0104
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,250.278,0.09,6.99,9.0850914,9,0.0099
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,250.278,0.09,6.99,9.0850914,12,0.0039
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,251.278,0.09,6.99,9.1213914,3.5,0.0062
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,252.278,0.09,6.99,9.1576914,5,0.0069
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,253.278,0.09,6.99,9.1939914,9,0.007
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,254.278,0.09,6.99,9.2302914,12,0.0026
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,254.278,0.09,6.99,9.2302914,3.5,0.0041
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,254.278,0.09,6.99,9.2302914,5,0.0038
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,254.278,0.09,6.99,9.2302914,9,0.0032
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,254.278,0.09,6.99,9.2302914,12,0.0015
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,254.278,0.09,6.99,9.2302914,3.5,0.0012
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,254.278,0.09,6.99,9.2302914,5,0.0014
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,254.278,0.09,6.99,9.2302914,9,0.0013
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,254.278,0.09,6.99,9.2302914,12,0.001
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,254.278,0.09,6.99,9.2302914,3.5,0.0013
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,254.278,0.09,6.99,9.2302914,5,0.00125
